"","price","bedrooms","bathrooms","Sqft_of_home","sqft_lot","floors","waterfront","view","condition","grade","sqft_above","sqft_basement","yr_built","Sqft_of_livinge_room_2015","Sqft_of_lot_2015","Median_Income","Mean_Income","population","people_employed","people_educated","bachelor_degrees","grad_degrees","log_p"
"15959",478000,4,2.5,2780,7290,2,0,0,3,8,2780,0,1989,2450,7738,93918,113787,36409,18884,24796,7243,3704,13.0773660114736
"15960",222000,2,1,830,6893,1,0,0,3,7,830,0,1950,1470,7200,54561,77284,39254,21120,28365,8769,6040,12.3104326608544
"15961",635000,4,2.5,2070,11286,2,0,0,3,8,2070,0,1996,2440,10826,73330,94174,33944,18957,24046,6177,2986,13.3613802778748
"15962",469000,3,3.25,1390,1278,2,0,0,3,8,1140,250,2005,1390,1256,77170,95689,23488,16073,19719,8553,4848,13.0583580474284
"15963",350000,4,2.5,2610,5866,2,0,0,3,8,2610,0,2005,2480,5188,96134,107851,34362,16520,22542,5616,2160,12.7656884334656
"15964",180000,5,1,1460,11726,1.5,0,0,3,6,1290,170,1936,1460,10450,58429,79111,26730,12973,18034,3308,1610,12.1007121298723
"15967",630000,4,2.5,2807,9430,2,0,0,3,8,2807,0,1996,2028,11056,90588,106180,21568,10783,14892,4806,2727,13.3534750983677
"15968",615000,4,1,1340,2006,1.5,0,0,3,7,1340,0,1931,2040,3625,73794,122395,23912,15342,17421,7218,5057,13.3293775467887
"15969",279950,3,2.25,1340,7202,2,0,0,4,7,1340,0,1989,1470,7395,96134,107851,34362,16520,22542,5616,2160,12.542366294777
"15970",317000,3,1,1160,8813,1,0,0,3,7,1160,0,1952,1200,7615,54561,77284,39254,21120,28365,8769,6040,12.6666570528594
"15972",620000,5,1.75,2000,8713,1,0,2,3,7,1000,1000,1962,2040,8449,86005,120029,24751,12214,17928,6228,3554,13.3374747570213
"15975",325000,4,2.25,1920,11603,2,0,0,4,7,1920,0,1967,1840,7350,82134,95411,44430,23280,30762,8545,3142,12.6915804613119
"15976",475000,3,1.75,2270,13000,1,0,0,5,8,2270,0,1968,2440,10000,82134,95411,44430,23280,30762,8545,3142,13.0710700830168
"15977",154000,3,3,1530,9997,1,0,0,3,6,1020,510,1992,1410,9997,71555,85389,32194,15530,21493,3623,1278,11.9447078813958
"15979",376950,4,2.5,2643,5750,2,0,0,3,8,2643,0,2012,2406,5772,52713,65762,36730,16092,22367,3349,1133,12.8398678316398
"15982",230000,3,1,880,9035,1,0,0,4,6,880,0,1967,1440,10350,93918,113787,36409,18884,24796,7243,3704,12.3458345879053
"15983",652600,4,2.5,2220,5900,2,0,0,3,8,2220,0,2014,1620,5900,92316,108574,31921,19236,23976,9337,6322,13.3887196631414
"15984",185000,3,1.75,1130,7000,1,0,0,3,7,1130,0,1978,1830,8880,72303,86045,50065,25296,32832,6007,3011,12.1281111040605
"15985",274950,3,1,1450,8820,1,0,0,3,6,1050,400,1958,1510,8820,49188,62468,32569,15655,21948,2957,1223,12.524344541936
"15986",447000,2,1,760,6035,1,0,0,3,6,760,0,1920,2110,6046,90625,106952,15415,9096,12025,4487,2404,13.0103138735957
"15988",436000,5,3,2720,9856,2,0,0,4,8,2720,0,1969,1420,9685,93918,113787,36409,18884,24796,7243,3704,12.9853975223312
"15990",225000,3,1,1080,16000,1,0,0,3,6,1080,0,1952,1610,10007,71555,85389,32194,15530,21493,3623,1278,12.3238556811866
"15991",265000,3,2.5,1890,6088,2,0,0,3,7,1890,0,1996,1700,6600,45078,54713,33817,14272,21690,2015,637,12.4874851049684
"15992",765000,3,1.5,1500,5111,2,0,0,5,8,1500,0,1984,2380,4519,60563,89761,35052,22656,25268,9679,6099,13.5476311128087
"15994",762450,4,1.75,2570,8640,1,0,0,4,8,2570,0,1958,2520,8800,88940,128845,17733,9006,12834,4449,3911,13.5442922115432
"15995",465000,5,1.5,1830,9000,1,0,2,3,7,1030,800,1955,2610,11175,75839,93844,34081,17844,25173,6790,4418,13.0497926845695
"15996",564000,3,1.75,1980,6250,1,0,1,5,7,1090,890,1910,1980,6250,90625,106952,15415,9096,12025,4487,2404,13.2428095304802
"15997",384500,2,1,1130,5236,1,0,0,4,6,1130,0,1942,1010,5320,58429,79111,26730,12973,18034,3308,1610,12.8596990679278
"15999",345000,2,1.75,1820,8409,1,0,0,4,6,910,910,1948,1300,8409,75839,93844,34081,17844,25173,6790,4418,12.7512996960135
"16000",465950,4,2.5,2340,6896,2,0,0,3,7,2340,0,2001,2950,6775,93918,113787,36409,18884,24796,7243,3704,13.0518336112138
"16004",475000,4,3,2410,8284,1,0,0,5,7,1210,1200,1969,2050,7940,81694,102856,42590,23454,30736,10266,5543,13.0710700830168
"16007",395000,3,1.75,1740,6220,1,0,0,4,6,1740,0,1954,1630,8418,92938,124737,19328,9763,14653,5414,3500,12.8866410438833
"16008",505000,3,2.5,1995,1483,3,0,0,3,8,1760,235,2005,1520,1173,75155,103436,23655,17991,19623,8339,5895,13.1323137082575
"16009",215000,3,2,1760,9282,1,0,0,5,7,1100,660,1947,1730,7500,71555,85389,32194,15530,21493,3623,1278,12.2783933071098
"16011",540000,4,2.5,3000,5471,2,0,0,3,8,3000,0,2013,2730,5471,93918,113787,36409,18884,24796,7243,3704,13.1993244185405
"16012",392500,3,1.75,1540,8925,1,0,0,4,7,1540,0,1957,1620,10397,53836,69529,46329,24878,34944,9717,4648,12.8802918162046
"16013",987000,3,2,2160,15788,1,0,0,3,8,2160,0,1951,2260,9787,102374,148860,32587,17207,24560,9986,7517,13.8024253184156
"16015",252500,3,2,1810,10684,2,0,0,3,8,1810,0,1987,2140,9657,82134,95411,44430,23280,30762,8545,3142,12.4391665276976
"16016",730000,3,3.5,2440,3502,2,0,0,3,7,1970,470,2000,2440,3417,88940,128845,17733,9006,12834,4449,3911,13.5007998131246
"16019",580000,5,2,2290,7125,1,0,0,3,7,1190,1100,1964,1460,7920,86005,120029,24751,12214,17928,6228,3554,13.2707833825226
"16022",396500,3,1.5,1360,1488,2,0,0,3,7,1120,240,2003,1360,1573,87486,126065,20871,11579,15645,6235,4309,12.890431320057
"16023",3e+05,4,2.5,2080,2999,2,0,0,3,8,2080,0,1998,1630,3148,93918,113787,36409,18884,24796,7243,3704,12.6115377536383
"16024",532000,3,1,1110,4800,1.5,0,0,3,7,1110,0,1946,1510,4320,92316,108574,31921,19236,23976,9337,6322,13.1843987683238
"16025",579000,2,1.75,1560,4500,1,0,0,3,8,1560,0,2004,1860,4500,120970,152901,21185,10046,14975,5486,4300,13.2690577565551
"16028",301950,3,1.75,1370,9288,1,0,0,4,7,1370,0,1988,1500,9864,93918,113787,36409,18884,24796,7243,3704,12.618016719736
"16030",455000,4,2.5,3170,10688,2,0,2,3,9,3170,0,2001,3100,12610,71555,85389,32194,15530,21493,3623,1278,13.0280526979331
"16031",375000,3,1.75,1380,5060,1,0,0,3,7,1380,0,1986,1030,5060,53836,69529,46329,24878,34944,9717,4648,12.8346813049525
"16032",470000,4,2.5,2700,6769,2,0,0,3,9,2700,0,1999,2880,7968,89352,102333,44894,23934,31039,6640,2815,13.0604879736862
"16033",374990,3,2.5,1300,10484,2,0,0,3,8,1300,0,1983,1380,7868,90588,106180,21568,10783,14892,4806,2727,12.8346546379303
"16034",541500,2,2.5,1900,3690,2,0,0,3,8,1900,0,2006,1900,5153,120970,152901,21185,10046,14975,5486,4300,13.2020983454232
"16036",264000,3,2.25,1552,3677,2,0,0,3,7,1552,0,2012,1677,3677,74144,89981,42380,20347,27351,6093,2792,12.4837043821285
"16038",660000,3,2,1770,8141,1,0,0,5,8,1770,0,1952,1770,8100,92938,124737,19328,9763,14653,5414,3500,13.3999951140026
"16040",389950,3,2.5,2170,8140,2,0,0,3,9,2170,0,1994,2390,8100,52713,65762,36730,16092,22367,3349,1133,12.8737738047586
"16046",331000,2,1,1480,6210,1,0,0,3,7,1080,400,1950,1290,7509,53836,69529,46329,24878,34944,9717,4648,12.7098736543592
"16048",3e+05,3,1.75,1700,8481,2,0,0,3,7,1700,0,1993,1830,6600,46250,61010,46008,21432,30004,4648,1865,12.6115377536383
"16049",361810,3,1.75,1240,7620,1,0,0,3,7,1240,0,1968,1150,7620,66323,89866,21087,10825,15070,3695,2129,12.7988744911412
"16050",467000,3,1,1660,6582,1,0,0,5,7,1000,660,1946,1110,6584,53836,69529,46329,24878,34944,9717,4648,13.054084536651
"16051",399000,3,1.75,1620,10000,1.5,0,0,5,6,1620,0,1918,1880,10000,60839,74831,25363,12091,17242,3113,1370,12.896716695872
"16052",315450,3,1.75,1130,7500,1.5,0,0,4,7,1130,0,1908,1240,6000,53143,71222,24681,12269,16958,3293,1439,12.661755469799
"16054",247500,4,2,1710,5200,1,0,0,4,7,910,800,1977,1560,5200,89352,102333,44894,23934,31039,6640,2815,12.4191658609909
"16055",330000,3,1,2140,5037,1,0,0,3,7,2140,0,1957,1630,6054,55725,76481,44839,21938,31643,6978,4482,12.7068479334427
"16056",5e+05,4,2.25,2350,7210,1.5,0,0,4,7,2350,0,1972,1930,7519,76961,93562,31650,16774,22247,7402,3131,13.1223633774043
"16057",367500,3,1,1570,10050,1,0,0,3,7,1570,0,1963,2540,9940,90588,106180,21568,10783,14892,4806,2727,12.814478597635
"16059",655000,4,1.75,2540,7620,1,0,3,3,8,1320,1220,1948,2540,8613,77781,103895,23968,13416,18608,7160,4064,13.3923905146174
"16060",530000,5,2.75,2500,7140,1,0,0,4,7,1250,1250,1968,2230,8400,86005,120029,24751,12214,17928,6228,3554,13.1806322855283
"16062",437500,3,2,1760,2875,2,0,2,3,7,1290,470,1988,1760,4830,68342,92756,22849,12110,16469,5243,2623,12.9888319847798
"16063",575000,3,1.75,1760,10349,1,0,0,3,8,1760,0,1957,1970,10933,88940,128845,17733,9006,12834,4449,3911,13.2621253197795
"16064",278000,4,2.5,1940,6887,2,0,0,3,7,1940,0,1990,1870,6144,72303,86045,50065,25296,32832,6007,3011,12.5353763926728
"16065",568500,4,2.5,3010,6181,2,0,0,3,9,3010,0,2000,2960,6515,73330,94174,33944,18957,24046,6177,2986,13.2507565921727
"16066",280000,4,3,2460,9606,1,0,0,3,8,2460,0,2012,1730,7500,49188,62468,32569,15655,21948,2957,1223,12.5425448821514
"16072",340000,4,2.5,2181,5521,2,0,0,3,8,2181,0,2006,2333,5143,71555,85389,32194,15530,21493,3623,1278,12.7367008965923
"16073",359950,3,1.75,1890,9100,2,0,0,4,7,1890,0,1952,1640,9100,53836,69529,46329,24878,34944,9717,4648,12.7937204118974
"16074",750000,3,1.75,2610,5544,1.5,0,0,3,8,1680,930,1934,1330,5074,92316,108574,31921,19236,23976,9337,6322,13.5278284855125
"16076",370000,2,1,860,5040,1,0,0,3,7,860,0,1956,1570,5040,92316,108574,31921,19236,23976,9337,6322,12.8212582846204
"16077",329950,3,1,1000,9170,1,0,0,3,7,1000,0,1980,1610,9170,82134,95411,44430,23280,30762,8545,3142,12.7066964068116
"16080",385000,4,2.5,2960,5054,2,0,0,3,9,2960,0,2006,2960,5000,96134,107851,34362,16520,22542,5616,2160,12.8609986132699
"16081",230000,2,1,1280,4635,1,0,0,3,6,840,440,1917,1660,6180,55725,76481,44839,21938,31643,6978,4482,12.3458345879053
"16083",210000,3,2,1830,4992,1,0,0,3,7,1230,600,1953,2050,7740,55725,76481,44839,21938,31643,6978,4482,12.2548628096996
"16084",293000,3,1.75,1420,13187,1,0,0,4,7,1420,0,1974,1620,13824,93918,113787,36409,18884,24796,7243,3704,12.5879278879992
"16085",465000,3,1,1580,3774,1.5,0,0,3,6,1580,0,1900,1580,3860,92316,108574,31921,19236,23976,9337,6322,13.0497926845695
"16087",325000,2,1.75,1670,10725,1,0,0,3,7,1670,0,1965,1600,10725,60839,74831,25363,12091,17242,3113,1370,12.6915804613119
"16088",180000,3,2,1670,7056,1,0,0,4,7,1670,0,1958,1330,8415,45078,54713,33817,14272,21690,2015,637,12.1007121298723
"16090",665000,4,2.75,2420,7102,1,0,0,5,7,1670,750,1946,1620,7102,92938,124737,19328,9763,14653,5414,3500,13.407542319638
"16091",324450,3,2,1420,16000,1,0,0,3,7,1420,0,1966,1900,12630,66323,89866,21087,10825,15070,3695,2129,12.6898867200493
"16092",588000,4,1.75,2170,5750,1,0,2,3,7,1370,800,1975,1450,5750,77781,103895,23968,13416,18608,7160,4064,13.2844822268808
"16093",2e+05,4,1,1310,5200,1.5,0,0,3,6,1160,150,1945,1090,5180,68342,92756,22849,12110,16469,5243,2623,12.2060726455302
"16094",383000,4,1.75,1830,11090,1,0,0,3,7,1060,770,1962,1990,10917,90588,106180,21568,10783,14892,4806,2727,12.8557902681628
"16095",499950,3,2,1360,2500,1,0,0,3,7,730,630,1986,1630,5000,77170,95689,23488,16073,19719,8553,4848,13.122263372404
"16103",589000,4,1,2210,4366,2,0,0,3,8,2210,0,1901,1740,1745,60563,89761,35052,22656,25268,9679,6099,13.2861814626337
"16104",305000,3,1.75,1400,10350,1,0,0,4,7,1400,0,1976,1780,10457,93918,113787,36409,18884,24796,7243,3704,12.6280670555895
"16105",6e+05,4,2.25,2760,5200,2,0,0,3,7,1790,970,1910,1310,2059,62633,93145,28302,16189,21495,6420,3829,13.3046849341983
"16106",587000,4,2.5,2550,6256,2,0,0,3,9,2550,0,1992,2460,8256,106545,144116,22779,11864,15725,5230,3141,13.2827800988102
"16108",250000,4,1,1320,11212,1,0,0,5,6,1320,0,1914,1060,6766,45078,54713,33817,14272,21690,2015,637,12.4292161968444
"16109",515000,3,3,2440,3202,2,0,0,4,8,1640,800,1982,2440,3200,53836,69529,46329,24878,34944,9717,4648,13.1519221796459
"16113",180000,2,1,890,6000,1,0,0,2,6,890,0,1919,1100,6000,60839,74831,25363,12091,17242,3113,1370,12.1007121298723
"16116",616950,3,3.5,2490,2722,2,0,0,3,8,2020,470,1999,2490,2755,88940,128845,17733,9006,12834,4449,3911,13.3325432623267
"16117",372000,4,1.75,1890,10550,1,0,0,5,7,1010,880,1969,1930,7291,73330,94174,33944,18957,24046,6177,2986,12.8266491332553
"16119",329990,4,2.75,2420,8438,2,0,0,3,8,2420,0,1997,2270,8770,62842,82984,21567,10562,15210,2174,895,12.7068176299532
"16120",393500,3,1.75,1600,8156,1,0,0,5,7,1600,0,1948,1200,8156,75839,93844,34081,17844,25173,6790,4418,12.8828363468396
"16122",240000,4,2.25,1720,8300,1,0,0,4,8,1720,0,1973,2010,8000,72303,86045,50065,25296,32832,6007,3011,12.3883942023241
"16123",285000,3,1,1090,8640,1,0,0,4,6,1090,0,1973,1260,8400,66323,89866,21087,10825,15070,3695,2129,12.5602444592508
"16128",387846,4,1.75,2520,15205,1,0,0,4,7,2040,480,1954,1680,10000,90588,106180,21568,10783,14892,4806,2727,12.8683636326004
"16130",780500,5,1,1760,4264,2,0,0,3,8,1760,0,1902,2130,4264,103816,162949,22230,12734,16892,6256,6715,13.5676900189376
"16132",434400,5,1.75,1960,7875,1,0,0,4,7,1960,0,1968,1800,7764,81694,102856,42590,23454,30736,10266,5543,12.9817210476019
"16133",370000,2,1,1220,17172,1,0,0,4,6,1220,0,1947,1510,12915,105449,140627,36105,19304,26215,10665,6318,12.8212582846204
"16134",465000,3,1.75,1730,8073,1,0,0,3,8,1350,380,1971,2500,8073,92938,124737,19328,9763,14653,5414,3500,13.0497926845695
"16135",323000,3,2,1830,6925,1,0,0,4,8,1830,0,1979,2010,7350,82134,95411,44430,23280,30762,8545,3142,12.6854076022048
"16136",270000,4,2.5,1600,9921,2,0,0,3,7,1600,0,2009,2140,5806,89352,102333,44894,23934,31039,6640,2815,12.5061772379805
"16138",560000,4,2.5,2710,6583,2,0,0,3,9,2710,0,2003,2710,6583,93918,113787,36409,18884,24796,7243,3704,13.2356920627113
"16139",450000,3,1,1140,4500,1,0,0,3,6,840,300,1907,1150,3000,62633,93145,28302,16189,21495,6420,3829,13.0170028617465
"16140",290000,2,1,930,7740,1,0,0,3,6,930,0,1924,1250,7740,54561,77284,39254,21120,28365,8769,6040,12.5776362019627
"16142",705000,5,3,2380,5000,2,0,0,5,7,2380,0,1909,1800,4650,77170,95689,23488,16073,19719,8553,4848,13.4659530817944
"16143",445000,3,2.25,1860,7200,1,0,0,4,7,1240,620,1977,1560,7630,81694,102856,42590,23454,30736,10266,5543,13.0058295611484
"16144",229900,3,1,1440,11925,1,0,0,3,7,1440,0,1968,1440,10425,46250,61010,46008,21432,30004,4648,1865,12.3453997107513
"16145",610000,4,2.5,2980,5896,2,0,0,3,8,2980,0,2001,2900,5712,120970,152901,21185,10046,14975,5486,4300,13.3212142361495
"16146",535000,3,3.25,2670,5108,2,0,2,3,9,2670,0,2000,2670,6500,120814,136924,13977,7166,8997,3605,1563,13.1900220258781
"16147",437400,3,1.75,2150,8925,1,0,0,4,7,2150,0,1960,1100,7875,86005,120029,24751,12214,17928,6228,3554,12.9886033872248
"16150",533000,3,2.5,2810,4607,2,0,0,3,8,2810,0,2004,2540,4871,76961,93562,31650,16774,22247,7402,3131,13.186276703148
"16151",555000,3,2.5,2690,4819,2,0,0,3,7,2690,0,2004,2360,4829,120814,136924,13977,7166,8997,3605,1563,13.2267233927286
"16152",239950,3,1.75,1230,9600,1,0,0,4,7,1230,0,1984,1330,8250,89352,102333,44894,23934,31039,6640,2815,12.3881858472864
"16153",350000,3,1,950,9451,1,0,0,4,7,950,0,1977,1480,8352,81694,102856,42590,23454,30736,10266,5543,12.7656884334656
"16154",245000,2,1,1200,4880,1,0,0,3,6,980,220,1943,1040,4880,53848,67124,24603,13130,17270,4080,1622,12.4090134895269
"16155",456000,4,1.75,1670,9886,1,0,0,5,7,1670,0,1947,2590,9997,54561,77284,39254,21120,28365,8769,6040,13.0302480884965
"16156",465000,4,2.25,2140,7701,1,0,0,4,7,1470,670,1977,2130,8050,81694,102856,42590,23454,30736,10266,5543,13.0497926845695
"16157",445000,2,1.75,1440,4660,1,0,2,3,8,1440,0,2008,1680,4989,120970,152901,21185,10046,14975,5486,4300,13.0058295611484
"16158",517850,5,2.75,3050,7500,1,0,0,4,8,1800,1250,1966,2060,7848,81694,102856,42590,23454,30736,10266,5543,13.157440904017
"16159",329000,5,2.75,2570,7260,2,0,0,3,8,2570,0,1996,2200,7421,74144,89981,42380,20347,27351,6093,2792,12.7038130297475
"16160",512500,3,2.5,1840,2875,2,0,0,4,7,1840,0,1997,1240,5750,77781,103895,23968,13416,18608,7160,4064,13.1470559899947
"16161",365000,2,1,1250,8100,1,0,0,4,7,1250,0,1947,1710,8100,54561,77284,39254,21120,28365,8769,6040,12.8076526325646
"16162",450500,3,1,1410,9384,1,0,0,3,7,1410,0,1948,1990,9384,53836,69529,46329,24878,34944,9717,4648,13.0181133560305
"16163",915000,3,1,1560,8232,1,0,0,3,7,1560,0,1952,1930,8286,102374,148860,32587,17207,24560,9986,7517,13.7266793442577
"16164",205000,3,1,960,7314,1,0,0,5,6,960,0,1960,990,7314,45078,54713,33817,14272,21690,2015,637,12.2307652581205
"16165",314000,4,2.5,1870,8449,2,0,0,3,8,1870,0,1992,2160,8113,42965,57503,24836,12329,16809,2320,810,12.6571482648904
"16166",496000,2,1,900,9260,1,0,0,3,7,900,0,1946,1230,6913,77170,95689,23488,16073,19719,8553,4848,13.1143312057071
"16167",329950,4,1,2050,7590,1,0,0,3,7,1280,770,1957,2050,7800,60839,74831,25363,12091,17242,3113,1370,12.7066964068116
"16168",375000,4,2,2400,6000,2,0,0,3,6,2400,0,1913,1780,8732,76961,93562,31650,16774,22247,7402,3131,12.8346813049525
"16169",623000,3,2.5,1850,7777,2,0,0,5,8,1850,0,1989,1850,8482,105449,140627,36105,19304,26215,10665,6318,13.3423017977696
"16170",310000,4,1.5,1220,9600,1,0,0,3,6,1220,0,1980,1180,9000,98011,134136,6973,3964,4975,1401,736,12.6443275764613
"16172",960000,4,2.25,2410,4560,2,0,2,5,9,1800,610,1929,2150,5100,92316,108574,31921,19236,23976,9337,6322,13.774688563444
"16174",683000,3,2.5,2300,9218,2,0,2,3,9,2300,0,1998,2730,9930,102025,125816,27855,14967,19891,6923,4184,13.4342501385529
"16175",425000,5,2.5,2840,9425,1,0,0,4,7,1590,1250,1962,1900,11600,75839,93844,34081,17844,25173,6790,4418,12.9598444479066
"16177",375000,3,1,1190,9486,1,0,0,4,7,1190,0,1953,2100,10400,66323,89866,21087,10825,15070,3695,2129,12.8346813049525
"16178",250500,3,2,1710,7225,2,0,0,4,7,1710,0,1988,1710,7225,72303,86045,50065,25296,32832,6007,3011,12.4312141995071
"16181",460000,3,2,2060,4437,1,0,0,3,7,1030,1030,1929,1750,4452,68342,92756,22849,12110,16469,5243,2623,13.0389817684653
"16182",255544,3,1,1360,6186,1.5,0,0,4,6,760,600,1941,1610,7453,53836,69529,46329,24878,34944,9717,4648,12.4511498851495
"16183",560000,2,2,1680,4647,1,0,0,3,8,1680,0,2008,1680,4950,120970,152901,21185,10046,14975,5486,4300,13.2356920627113
"16184",480000,4,2.5,2980,4074,2,0,0,3,8,2980,0,2011,2320,4255,96630,114944,11143,5672,7326,2416,731,13.0815413828841
"16186",580000,3,2.75,2650,9752,1,0,0,3,9,2650,0,1989,3030,9910,90588,106180,21568,10783,14892,4806,2727,13.2707833825226
"16187",475000,3,2.5,1700,9100,1,0,0,3,8,1160,540,1998,1590,8374,68342,92756,22849,12110,16469,5243,2623,13.0710700830168
"16191",264500,3,2.5,1630,8346,1,0,0,3,8,1630,0,1990,2110,8619,74144,89981,42380,20347,27351,6093,2792,12.4855965302805
"16192",465000,2,1,730,2600,1,0,0,4,6,730,0,1918,1480,3900,77170,95689,23488,16073,19719,8553,4848,13.0497926845695
"16193",290000,3,1,910,7620,1,0,2,3,7,910,0,1971,1660,7620,53848,67124,24603,13130,17270,4080,1622,12.5776362019627
"16195",416000,3,1,1110,12150,1,0,0,4,7,1110,0,1957,1490,8200,86005,120029,24751,12214,17928,6228,3554,12.9384405392434
"16196",360000,4,2,1450,8940,1,0,0,3,7,1450,0,1962,1310,8914,81694,102856,42590,23454,30736,10266,5543,12.7938593104323
"16198",840000,4,2.75,2600,2750,1.5,0,0,3,7,1620,980,1936,1960,3705,73794,122395,23912,15342,17421,7218,5057,13.6411571708195
"16199",81000,2,1,730,9975,1,0,0,1,5,730,0,1943,860,9000,49188,62468,32569,15655,21948,2957,1223,11.3022044336546
"16201",326000,4,1.75,2290,7380,1,0,0,3,7,1390,900,1963,1170,7381,60839,74831,25363,12091,17242,3113,1370,12.6946526603488
"16202",447000,2,1,720,7500,1,0,2,3,6,720,0,1925,1390,5000,90625,106952,15415,9096,12025,4487,2404,13.0103138735957
"16203",185000,3,1,940,7125,1.5,0,0,4,7,940,0,1958,1170,7125,49591,64172,36368,17036,23244,3865,1371,12.1281111040605
"16204",439950,3,2.5,1540,7773,2,0,0,4,8,1540,0,1982,1630,7340,81694,102856,42590,23454,30736,10266,5543,12.9944163630737
"16205",234000,3,1.5,1140,10300,1.5,0,0,4,6,1140,0,1967,1250,9975,93380,114017,14635,7906,10127,2721,1139,12.3630763943398
"16206",485000,4,2.5,2100,8886,2,0,0,4,7,2100,0,1964,1840,9058,79579,98318,26269,14444,19103,7289,4937,13.0919041699196
"16207",750000,4,1.75,2670,6250,2,0,0,4,8,2020,650,1941,1820,6250,87486,126065,20871,11579,15645,6235,4309,13.5278284855125
"16208",865000,4,2,2750,5527,2,0,0,3,8,2130,620,1901,1290,1764,73794,122395,23912,15342,17421,7218,5057,13.670484785914
"16209",287500,4,2.5,2570,9000,1,0,0,4,8,1590,980,1979,2120,8571,72303,86045,50065,25296,32832,6007,3011,12.5689781392195
"16210",375000,3,1.75,1660,9673,1,0,0,3,7,1130,530,1976,1260,9681,106545,144116,22779,11864,15725,5230,3141,12.8346813049525
"16211",565000,3,2.25,1700,8800,1,0,0,5,7,850,850,1969,2180,8960,105449,140627,36105,19304,26215,10665,6318,13.2445810101286
"16212",260000,4,3,1530,8306,2,0,0,3,7,1530,0,2010,1930,6925,89352,102333,44894,23934,31039,6640,2815,12.4684369099977
"16213",190000,3,1,1260,10900,1,0,0,4,6,1260,0,1943,1090,8137,73330,94174,33944,18957,24046,6177,2986,12.1547793511426
"16215",275000,3,2.5,1830,7062,2,0,0,3,7,1830,0,1990,1820,6434,72303,86045,50065,25296,32832,6007,3011,12.5245263766487
"16216",528000,3,2.75,2160,4086,1,0,0,3,7,1380,780,1987,1300,4080,68342,92756,22849,12110,16469,5243,2623,13.1768515626884
"16217",315000,3,2,1770,9685,1,0,0,3,5,1770,0,1948,1520,11122,66323,89866,21087,10825,15070,3695,2129,12.6603279178078
"16218",614306,2,2.25,2210,5500,1,0,0,4,8,1410,800,1968,2140,6600,92316,108574,31921,19236,23976,9337,6322,13.328248454319
"16220",590000,3,2.5,2110,3870,2,0,0,3,9,2110,0,2004,2300,3870,100725,118764,26586,13667,18180,7016,5137,13.2878778158819
"16221",261500,3,1,1130,3600,1,0,0,3,6,1130,0,1908,1710,2231,62633,93145,28302,16189,21495,6420,3829,12.4741895624871
"16222",3e+05,4,2.5,1960,9898,2,0,0,3,8,1960,0,2001,2130,7662,52713,65762,36730,16092,22367,3349,1133,12.6115377536383
"16223",439000,3,2.25,2230,4551,1.5,0,2,5,8,1450,780,1928,2060,7200,60839,74831,25363,12091,17242,3113,1370,12.9922546920573
"16224",277554,5,2.25,2350,13000,1,0,0,3,7,2350,0,1961,1570,11440,60839,74831,25363,12091,17242,3113,1370,12.5337707878321
"16225",215000,3,2,1340,8505,1,0,0,3,6,1340,0,1931,1370,9000,49188,62468,32569,15655,21948,2957,1223,12.2783933071098
"16228",485000,3,2.5,1650,3436,2,0,0,3,7,1650,0,2003,1680,3446,120970,152901,21185,10046,14975,5486,4300,13.0919041699196
"16229",202500,3,2,1540,8316,1,0,0,5,6,1540,0,1954,1250,8316,45078,54713,33817,14272,21690,2015,637,12.2184951655287
"16232",260000,4,1.75,1360,7700,1,0,0,4,7,1360,0,1966,1321,7756,82134,95411,44430,23280,30762,8545,3142,12.4684369099977
"16233",254000,3,2,1480,7480,1,0,0,4,7,1480,0,1992,1680,7146,96134,107851,34362,16520,22542,5616,2160,12.4450895460007
"16234",6e+05,4,2.5,2360,5226,2,0,0,3,8,2360,0,2001,2440,5156,81694,102856,42590,23454,30736,10266,5543,13.3046849341983
"16235",285000,3,2.5,1800,2516,2,0,0,3,7,1800,0,2001,1800,2562,53143,71222,24681,12269,16958,3293,1439,12.5602444592508
"16237",165000,3,1,1200,13100,1,0,0,3,6,1200,0,1943,1960,11285,49188,62468,32569,15655,21948,2957,1223,12.0137007528827
"16238",216500,2,1,710,6960,1,0,0,4,6,710,0,1943,940,7680,60839,74831,25363,12091,17242,3113,1370,12.2853458264247
"16239",387990,4,2.5,2640,5595,2,0,0,3,8,2640,0,2011,1840,5011,96134,107851,34362,16520,22542,5616,2160,12.8687348450774
"16240",5e+05,4,2.5,3010,5040,2,0,0,3,8,3010,0,2006,1090,5040,53836,69529,46329,24878,34944,9717,4648,13.1223633774043
"16241",650000,4,2.5,2770,5612,2,0,0,3,7,2770,0,2001,2770,5177,120970,152901,21185,10046,14975,5486,4300,13.3847276418718
"16242",646000,4,2.5,2310,4079,2,0,0,3,8,2310,0,2008,1220,4800,92316,108574,31921,19236,23976,9337,6322,13.3785547827647
"16243",323400,4,3,2060,9138,1,0,0,3,8,1430,630,1992,2250,7820,74144,89981,42380,20347,27351,6093,2792,12.6866452261251
"16244",3e+05,3,2.5,1880,4200,2,0,0,3,7,1880,0,2007,2090,4200,96134,107851,34362,16520,22542,5616,2160,12.6115377536383
"16245",712500,5,2,2280,5400,1.5,0,0,4,7,1340,940,1947,1770,5000,49647,91786,45515,22940,20694,7943,7250,13.4765351911249
